Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,anger,disgust,fear,joy,sadness,serverStatus
0.268,0.037,0.121,0.193,0.984,0.919195,0.426635,0.095865,0.020882,0.489772,Yes
0.186,0.666,0.117,0.636,0.557,0.322032,0.272323,0.201124,0.105977,0.453969,Yes
0.327,0.208,0.602,0.311,0.937,0.697784,0.286889,0.287911,0.037672,0.205017,Yes
0.615,0.328,0.012,0.077,0.584,0.495047,0.25786,0.242024,0.060829,0.319903,Yes
0.292,0.278,0.081,0.158,0.936,0.25158,0.150071,0.222429,0.227417,0.535449,Yes
0.314,0.205,0.214,0.538,0.936,0.309777,0.198176,0.445274,0.075222,0.46194,Yes
0.121,0.458,0.477,0.72,0.897,0.681381,0.274675,0.112574,0.054963,0.302833,Yes
0.323,0.471,0.11,0.244,0.942,0.403315,0.160596,0.129648,0.182917,0.544293,Yes
0.195,0.06,0.157,0.153,0.986,0.440862,0.231533,0.406329,0.043258,0.374207,Yes
0.182,0.843,0.117,0.655,0.777,0.068651,0.200984,0.233379,0.519235,0.180119,Yes
0.962,0.792,0.018,0.105,0.22,0.206527,0.211192,0.368047,0.208536,0.14246,Yes
0.443,0.93,0.001,0.105,0.739,0.297294,0.140822,0.0854,0.446691,0.336701,Yes
0.02,0.225,0.791,0.743,0.918,0.312679,0.099194,0.462635,0.120328,0.362069,Yes
0.059,0.173,0.512,0.851,0.959,0.750755,0.363076,0.15167,0.050681,0.261514,Yes
0.122,0.108,0.157,0.356,0.972,0.520478,0.215547,0.266265,0.025646,0.556802,Yes
0.064,0.102,0.195,0.528,0.981,0.359345,0.185108,0.312465,0.250289,0.117416,Yes
0.998,0.571,0.528,0.465,0.401,0.307138,0.425264,0.274783,0.107866,0.156238,Yes
0.664,0.138,0.157,0.012,0.764,0.184289,0.167821,0.179313,0.395567,0.290085,Yes
0.203,0.886,0.524,0.538,0.642,0.200764,0.148259,0.186876,0.517175,0.193196,Yes
0.549,0.073,0.401,0.461,0.815,0.20077,0.377572,0.412565,0.060353,0.606059,Yes
0.448,0.025,0.091,0.137,0.983,0.381578,0.104442,0.319087,0.151351,0.400356,Yes
0.271,0.329,0.518,0.535,0.864,0.630031,0.175722,0.371213,0.031092,0.212945,Yes
0.372,0.016,0.016,0.093,0.991,0.17125,0.442922,0.191795,0.213168,0.28453,Yes
0.026,0.392,0.768,0.878,0.905,0.203209,0.056026,0.094468,0.670232,0.156071,Yes
0.152,0.571,0.925,0.743,0.401,0.146529,0.000106,0.03819,0.996103,0.003152,Yes
0.06,0.026,0.636,0.594,0.967,0.379997,0.115085,0.278342,0.180916,0.362088,Yes
0.767,0.43,0.293,0.114,0.61,0.259678,0.068816,0.094139,0.745143,0.128569,Yes
0.565,0.356,0.191,0.148,0.802,0.418202,0.304053,0.225706,0.229842,0.369533,Yes
0.363,0.459,0.472,0.576,0.4,0.219503,0.039524,0.17754,0.610144,0.254642,Yes
0.397,0.897,0.157,0.244,0.764,0.648841,0.128645,0.267,0.045143,0.382346,Yes
0.13,0.019,0.766,0.216,0.952,0.44246,0.037165,0.271397,0.284372,0.139315,Yes
0.16,0.229,0.304,0.371,0.961,0.479449,0.160773,0.340768,0.079047,0.198563,Yes
0.742,0.571,0.049,0.1,0.401,0.340964,0.091246,0.194501,0.288864,0.285262,Yes
0.379,0.298,0.553,0.739,0.562,0.185899,0.2407,0.234764,0.314517,0.12225,Yes
0.202,0.392,0.548,0.53,0.684,0.875147,0.652097,0.158134,0.090421,0.671721,Yes
0.949,0.843,0.121,0.348,0.057,0.330582,0.518785,0.349497,0.074299,0.24223,Yes
0.137,0.571,0.031,0.283,0.925,0.168269,0.251611,0.38898,0.141956,0.372464,Yes
0.473,0.164,0.022,0.315,0.901,0.284626,0.171529,0.261739,0.136434,0.276956,Yes
0.817,0.571,0.027,0.012,0.401,0.18984,0.349122,0.262709,0.178388,0.274657,Yes
0.371,0.16,0.039,0.214,0.949,0.472355,0.059933,0.274497,0.184254,0.118107,Yes
0.152,0.571,0.925,0.743,0.401,0.319007,0.008553,0.062815,0.977997,0.01482,Yes
0.601,0.509,0.357,0.371,0.579,0.542267,0.413041,0.110387,0.046115,0.404362,Yes
0.958,0.267,0.041,0.012,0.78,0.147678,0.370159,0.357106,0.096067,0.402298,Yes
0.943,0.767,0.101,0.131,0.625,0.216966,0.095822,0.242596,0.467723,0.104024,Yes
0.253,0.197,0.129,0.381,0.973,0.583889,0.064404,0.113569,0.129667,0.395805,Yes
0.6,0.14,0.07,0.073,0.821,0.200113,0.16591,0.262733,0.243785,0.43696,Yes
0.213,0.237,0.499,0.475,0.911,0.370616,0.108398,0.189684,0.127971,0.409806,Yes
0.808,0.897,0.157,0.405,0.02,0.253291,0.223014,0.173898,0.137109,0.499746,Yes
0.607,0.78,0.079,0.103,0.639,0.360647,0.529251,0.193984,0.129559,0.227017,Yes
0.581,0.481,0.055,0.273,0.749,0.171708,0.312351,0.106812,0.320587,0.345588,Yes
0.011,0.056,0.336,0.51,0.996,0.516359,0.188171,0.176411,0.142978,0.231048,Yes
0.101,0.031,0.064,0.244,0.992,0.25668,0.214745,0.089637,0.094476,0.566452,Yes
0.967,0.289,0.052,0.078,0.59,0.258145,0.185945,0.444254,0.072584,0.492202,Yes
0.064,0.038,0.467,0.322,0.985,0.684275,0.160215,0.279417,0.016027,0.085055,Yes
0.123,0.305,0.052,0.644,0.986,0.521708,0.138841,0.211022,0.10008,0.295953,Yes
0.68,0.968,0.805,0.465,0.029,0.128299,0.00987,0.089322,0.941076,0.086006,Yes
0.124,0.002,0.042,0.075,0.996,0.134655,0.044932,0.06958,0.391045,0.719786,Yes
0.112,0.352,0.199,0.555,0.963,0.881774,0.058927,0.248068,0.078625,0.243914,Yes
0.426,0.206,0.329,0.222,0.752,0.891421,0.298654,0.280832,0.021673,0.125392,Yes
0.068,0.171,0.364,0.586,0.947,0.33254,0.174371,0.09821,0.155127,0.300405,Yes
0.349,0.109,0.218,0.489,0.935,0.109307,0.482893,0.213133,0.083296,0.582099,Yes
0.065,0.081,0.143,0.322,0.973,0.702273,0.080554,0.29137,0.064614,0.440935,Yes
0.047,0.081,0.849,0.987,0.97,0.070033,0.161811,0.482403,0.371465,0.267536,Yes
0.208,0.571,0.357,0.15,0.911,0.362616,0.372658,0.31692,0.072137,0.157627,Yes
0.23,0.332,0.521,0.521,0.817,0.848004,0.036878,0.060577,0.209381,0.18921,Yes
0.021,0.06,0.352,0.841,0.987,0.389002,0.134441,0.124044,0.201328,0.458595,Yes
0.039,0.234,0.671,0.808,0.957,0.570035,0.024559,0.148962,0.200307,0.023982,Yes
0.47,0.488,0.373,0.175,0.56,0.537611,0.494224,0.374109,0.027426,0.25829,Yes
0.236,0.571,0.757,0.854,0.739,0.245631,0.104506,0.081277,0.534862,0.272512,Yes
0.678,0.705,0.323,0.111,0.335,0.14945,0.173706,0.163922,0.443955,0.337938,Yes
0.296,0.571,0.157,0.187,0.871,0.214944,0.136627,0.239788,0.127025,0.452936,Yes
0.189,0.093,0.473,0.536,0.887,0.588832,0.204934,0.106013,0.051233,0.552883,Yes
0.163,0.26,0.43,0.495,0.87,0.835632,0.116062,0.102366,0.085413,0.218497,Yes
0.364,0.226,0.147,0.726,0.982,0.534184,0.451761,0.322639,0.071888,0.102991,Yes
0.084,0.353,0.346,0.663,0.908,0.792573,0.421426,0.173144,0.038352,0.354555,Yes
0.255,0.353,0.064,0.281,0.969,0.468131,0.15799,0.366525,0.069452,0.399796,Yes
0.817,0.571,0.157,0.012,0.401,0.163367,0.29698,0.275394,0.300527,0.183604,Yes
0.792,0.601,0.313,0.119,0.588,0.488191,0.205787,0.338083,0.139523,0.142468,Yes
0.013,0.214,0.994,0.948,0.081,0.113447,0.019912,0.016745,0.941278,0.066674,Yes
0.032,0.063,0.398,0.356,0.958,0.585967,0.215198,0.192108,0.100675,0.291498,Yes
0.74,0.104,0.026,0.036,0.954,0.432059,0.11529,0.221837,0.270364,0.218261,Yes
0.035,0.024,0.223,0.653,0.994,0.338025,0.246852,0.304223,0.177705,0.133102,Yes
0.087,0.512,0.829,0.624,0.21,0.08588,0.010143,0.078202,0.890365,0.200591,Yes
0.061,0.571,0.947,0.919,0.155,0.204158,0.032783,0.053223,0.909282,0.073033,Yes
0.063,0.122,0.253,0.559,0.986,0.459113,0.105687,0.150327,0.068985,0.735726,Yes
0.503,0.394,0.16,0.113,0.891,0.711527,0.310076,0.129913,0.157821,0.124429,Yes
0.383,0.037,0.013,0.004,0.963,0.119647,0.150532,0.041016,0.574735,0.335613,Yes
0.062,0.03,0.628,0.584,0.981,0.955815,0.065545,0.198559,0.026385,0.100851,Yes
0.504,0.018,0.113,0.034,0.978,0.209851,0.148385,0.399232,0.234691,0.234969,Yes
0.095,0.301,0.927,0.913,0.737,0.216863,0.083289,0.053607,0.781649,0.172422,Yes
0.065,0.043,0.896,0.599,0.942,0.097554,0.038854,0.221795,0.667408,0.283647,Yes
0.164,0.031,0.194,0.318,0.983,0.164779,0.550156,0.554688,0.045736,0.3431,Yes
0.276,0.571,0.876,0.743,0.401,0.151249,0.102992,0.132003,0.707337,0.171264,Yes
0.817,0.571,0.157,0.012,0.401,0.155121,0.197359,0.160597,0.371044,0.329996,Yes
0.122,0.079,0.338,0.501,0.972,0.237869,0.195106,0.210101,0.111713,0.562907,Yes
0.817,0.571,0.157,0.012,0.401,0.132078,0.087067,0.148676,0.714758,0.078957,Yes
0.785,0.308,0.259,0.074,0.729,0.291936,0.226759,0.132775,0.381954,0.178505,Yes
0.526,0.295,0.028,0.167,0.965,0.485756,0.378657,0.564216,0.131221,0.203941,Yes
0.098,0.221,0.047,0.149,0.988,0.405304,0.068108,0.266243,0.179404,0.619151,Yes
0.777,0.18,0.029,0.051,0.936,0.563337,0.083671,0.08878,0.257372,0.221534,Yes
0.437,0.365,0.157,0.081,0.793,0.430116,0.139421,0.157741,0.33753,0.343255,Yes
0.318,0.524,0.667,0.724,0.753,0.369899,0.398468,0.238173,0.09843,0.224767,Yes
0.455,0.328,0.305,0.284,0.866,0.583235,0.098374,0.213171,0.097275,0.31012,Yes
0.05,0.109,0.539,0.794,0.972,0.788664,0.050332,0.289162,0.14567,0.331639,Yes
0.817,0.571,0.157,0.012,0.401,0.15611,0.31787,0.320483,0.156803,0.291444,Yes
0.538,0.156,0.155,0.093,0.815,0.345501,0.101085,0.233407,0.237335,0.34433,Yes
0.411,0.34,0.094,0.213,0.874,0.278477,0.336339,0.207267,0.251126,0.322935,Yes
0.261,0.009,0.359,0.387,0.973,0.697997,0.3044,0.175089,0.020247,0.342737,Yes
0.318,0.027,0.132,0.061,0.945,0.18429,0.154452,0.169202,0.195704,0.490398,Yes
0.028,0.235,0.028,0.267,0.995,0.530211,0.163233,0.176277,0.081935,0.305435,Yes
0.176,0.179,0.566,0.704,0.804,0.242082,0.24263,0.306537,0.215622,0.289105,Yes
0.831,0.42,0.116,0.083,0.766,0.356515,0.278435,0.465407,0.059422,0.365295,Yes
